File: PPVCRevitAddin\annotation_whitelist.csv
````````
ppvc_name,view_name,element_id,annotation_type
PPVC 05, 16_Typ,Elevation A,11903022,Dimension
PPVC 05, 16_Typ,Elevation A,11903070,Dimension
PPVC 05, 16_Typ,Elevation A,11950497,Dimension
PPVC 05, 16_Typ,Elevation A,12015550,Dimension
PPVC 05, 16_Typ,Elevation A,12059656,Dimension
PPVC 05, 16_Typ,Elevation A,12059800,Dimension
PPVC 05, 16_Typ,Elevation A,12063231,Dimension
PPVC 05, 16_Typ,Elevation A,12063569,Dimension
PPVC 05, 16_Typ,Elevation A,12066771,Dimension
PPVC 05, 16_Typ,Elevation A,11751166,TextNote
PPVC 05, 16_Typ,Elevation A,11752307,TextNote
PPVC 05, 16_Typ,Elevation A,11813000,TextNote
PPVC 05, 16_Typ,Elevation A,12047877,TextNote
PPVC 05, 16_Typ,Elevation A,12066452,TextNote
PPVC 05, 16_Typ,Elevation B,11752898,Dimension
PPVC 05, 16_Typ,Elevation B,11752905,Dimension
PPVC 05, 16_Typ,Elevation B,11753002,Dimension
PPVC 05, 16_Typ,Elevation B,11753744,Dimension
PPVC 05, 16_Typ,Elevation B,11798625,Dimension
PPVC 05, 16_Typ,Elevation B,11834799,Dimension
PPVC 05, 16_Typ,Elevation B,11835178,Dimension
PPVC 05, 16_Typ,Elevation B,11835613,Dimension
PPVC 05, 16_Typ,Elevation B,11884345,Dimension
PPVC 05, 16_Typ,Elevation B,11909888,Dimension
PPVC 05, 16_Typ,Elevation B,11922775,Dimension
PPVC 05, 16_Typ,Elevation B,11926663,Dimension
PPVC 05, 16_Typ,Elevation B,11753928,TextNote
PPVC 05, 16_Typ,Elevation B,11753944,TextNote
PPVC 05, 16_Typ,Elevation B,11822753,TextNote
PPVC 05, 16_Typ,Elevation B,11834790,TextNote
PPVC 05, 16_Typ,Elevation B,11835202,TextNote
PPVC 05, 16_Typ,Elevation C,11757521,Dimension
PPVC 05, 16_Typ,Elevation C,11836993,Dimension
PPVC 05, 16_Typ,Elevation C,11845578,Dimension
PPVC 05, 16_Typ,Elevation C,11845610,Dimension
PPVC 05, 16_Typ,Elevation C,11845634,Dimension
PPVC 05, 16_Typ,Elevation C,11881407,Dimension
PPVC 05, 16_Typ,Elevation C,11904787,Dimension
PPVC 05, 16_Typ,Elevation C,11904806,Dimension
PPVC 05, 16_Typ,Elevation C,11904838,Dimension
PPVC 05, 16_Typ,Elevation C,11905410,Dimension
PPVC 05, 16_Typ,Elevation C,11906350,Dimension
PPVC 05, 16_Typ,Elevation C,11906573,Dimension
PPVC 05, 16_Typ,Elevation C,11921282,Dimension
